file	sha256
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S16_all_sig_Hallmark.csv	c434fa9615097e5a9b5cef7fe36526399d2d2a03f3e65bac10d65294f49c36d6
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S17_PH_audit.tsv	9b145aec42b59d8af660a34d81ceef2c270e88aa20e5e2404af09fa56d259d38
table_assembly/inputs/Table1_display.tsv	2ba89c3866ebb044a195e400119f1ecc34ad17e296a4ab6fa576397dbf54e69a
table_assembly/inputs/clinical_display_map.tsv	14613ea6da5d451c4b3c448accb37d53c64773f1f3e2d7c23c6bea77e15d78ed
table_assembly/inputs/clinical_normalized.tsv	10cd6d8d974dc3ffecc3aee8821b058569316161c88db26a1d9bbd14fd8bda45
table_assembly/prepare_final_tables.py	24749be536a437c137b5b3b2853143640aa931ac394c7545778b75d6fdcf0af7
table_assembly/templates/Supplementary_Table_S18_Protein_CV_dependence.xlsx	cc0ab4ea6e895b13799a44af9497b3423983c9fc1c77bae62c54a70d3c2170f2
table_assembly/templates/Supplementary_Table_S1_Clinical_variable_definitions.xlsx	9a6906fc830a66fb93c2f7f6e36037320e9022159f2e192b20380bbada894b7a
table_assembly/templates/Supplementary_Table_S2_Clinical_univariable_Cox.xlsx	8800716b351af0421718fd15ac4da3113545d8b39b90166c7d756dfecd0602ff
table_assembly/templates/Supplementary_Table_S3_RNA_gene_wise_Cox_PH.xlsx	7e26c7d02693ccfcc42730f1573003e6437d7b35321aebba78f3f99f9e718319
table_assembly/templates/Supplementary_Table_S4_RNA_Hallmark_GSEA.xlsx	061bfde4d1fd693a07137f6d872c1a9fc14b4cab97a90c127668f50a92ffbef1
table_assembly/templates/Supplementary_Table_S5_Protein_wise_Cox_PH.xlsx	65b7f4505c720d1bd9a49347bacfbf75e723b17f98bc9b8d228925765f008da4
table_assembly/templates/Supplementary_Table_S6_Protein_Hallmark_GSEA.xlsx	cc5eb6cebdb0b295c8fb74a2b49d1f5f29d7588141a8dcb960c10fed27c2f0e1
table_assembly/templates/Supplementary_Table_S7_Cross_omics_models.xlsx	f6ca7d55ae498cb57d509597f0fad6c82a402e254ae0076f0d5a9f9de354e103
table_assembly/templates/Supplementary_Table_S8_D5_availability_IPW.xlsx	74ade2a54dcb750bde76a0c7c1d8eb89967d18ead4cbde963e2b5ae638560c94
table_assembly/templates/Supplementary_Table_S9_Complete_baseline_characteristics.xlsx	1b6719c88317ffe7c0494b8149d0e4210d2540537159df14e58f8e70c0636273
table_assembly/templates/Supplementary_Tables_S10-S17_with_S14_baseline.xlsx	ecd66a5915fe5a48ed0d4f34dc1d7f808556f683cba199c750dd2933b19b6fcf
verification/check_reference_objects.R	c2a35832be1eaad1563895a21ce7de4d532f57e6fa6e4d7c1bb6b5c7b24d85bf
verification/verify_qc_and_centres_readonly.R	e6c2c0d9ebbbaf64c8a32deb9af4eab28df1736152c35fb95bdfa85bd3bde946
