pathway	analysis	gene_symbol
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	CAD
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	PWP1
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	NHP2
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	NOP16
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	CCT3
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	GOT2
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	HPRT1
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	PPM1G
MYC_TARGETS_V1	entry4_PF_PLT_D3__all_valid	PSMB2
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	DDX18
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	WDR43
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NPM1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NDUFAF4
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NOP56
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	UTP20
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	MYC
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	PPAN
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	HSPD1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	PHB1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	PUS1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	PES1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	MRTO4
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	GNL3
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	DCTPP1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	GRWD1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	CDK4
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	RRP9
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	SORD
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	MPHOSPH10
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	LAS1L
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	SRM
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	TFB2M
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NOLC1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	IMP4
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	MCM5
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	TBRG4
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	PRMT3
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	AIMP2
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	MYBBP1A
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	HSPE1
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	TMEM97
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NOP16
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	IPO4
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NOP2
MYC_TARGETS_V2	entry4_PF_PLT_D3__all_valid	NIP7
MYOGENESIS	entry4_PF_PLT_D3__all_valid	ACSL1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	GSN
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MEF2A
MYOGENESIS	entry4_PF_PLT_D3__all_valid	SVIL
MYOGENESIS	entry4_PF_PLT_D3__all_valid	ITGA7
MYOGENESIS	entry4_PF_PLT_D3__all_valid	FOXO4
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MYBPC3
MYOGENESIS	entry4_PF_PLT_D3__all_valid	COL4A2
MYOGENESIS	entry4_PF_PLT_D3__all_valid	DAPK2
MYOGENESIS	entry4_PF_PLT_D3__all_valid	KLF5
MYOGENESIS	entry4_PF_PLT_D3__all_valid	TPM3
MYOGENESIS	entry4_PF_PLT_D3__all_valid	TGFB1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	GADD45B
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MYOM1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	RIT1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	CLU
MYOGENESIS	entry4_PF_PLT_D3__all_valid	PDLIM7
MYOGENESIS	entry4_PF_PLT_D3__all_valid	KIFC3
MYOGENESIS	entry4_PF_PLT_D3__all_valid	COL6A3
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MYH9
MYOGENESIS	entry4_PF_PLT_D3__all_valid	DMPK
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MYL6B
MYOGENESIS	entry4_PF_PLT_D3__all_valid	CKB
MYOGENESIS	entry4_PF_PLT_D3__all_valid	ATP6AP1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	NQO1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	PYGM
MYOGENESIS	entry4_PF_PLT_D3__all_valid	NOTCH1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	LSP1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	APP
MYOGENESIS	entry4_PF_PLT_D3__all_valid	IFRD1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MYH11
MYOGENESIS	entry4_PF_PLT_D3__all_valid	GABARAPL2
MYOGENESIS	entry4_PF_PLT_D3__all_valid	GPX3
MYOGENESIS	entry4_PF_PLT_D3__all_valid	ACHE
MYOGENESIS	entry4_PF_PLT_D3__all_valid	BAG1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	HDAC5
MYOGENESIS	entry4_PF_PLT_D3__all_valid	SMTN
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MYLK
MYOGENESIS	entry4_PF_PLT_D3__all_valid	SLC6A8
MYOGENESIS	entry4_PF_PLT_D3__all_valid	MAPRE3
MYOGENESIS	entry4_PF_PLT_D3__all_valid	SPARC
MYOGENESIS	entry4_PF_PLT_D3__all_valid	IGFBP7
MYOGENESIS	entry4_PF_PLT_D3__all_valid	AK1
MYOGENESIS	entry4_PF_PLT_D3__all_valid	FLII
MYOGENESIS	entry4_PF_PLT_D3__all_valid	ITGB5
MYOGENESIS	entry4_PF_PLT_D3__all_valid	HBEGF
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	DTX4
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	MAML2
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	LFNG
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	PSEN2
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	HES1
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	ARRB1
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	CUL1
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	FZD1
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	DTX1
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	PPARD
NOTCH_SIGNALING	entry4_PF_PLT_D3__all_valid	SKP1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MRPS30
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	LRPPRC
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	LDHB
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	PDP1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	CYCS
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MRPL35
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TIMM17A
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TOMM70
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	DLAT
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MRPL15
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MDH1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	OXA1L
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5MC1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5PO
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ABCB7
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	COX7C
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFB5
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	COX10
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	COX6C
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFAB1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	HSPA9
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ECHS1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SLC25A4
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ACAA2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	PDK4
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TOMM22
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5MC2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFB2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFS3
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	UQCRC2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	BDH2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	VDAC1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFV1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TIMM13
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5MC3
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MRPL11
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ECI1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFA5
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	VDAC2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFA8
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SLC25A6
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5F1A
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	CASP7
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	PHYH
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	GLUD1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	IDH2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	COX7A2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	PMPCA
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFA4
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ACADM
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TIMM10
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ACADSB
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	HSD17B10
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SLC25A5
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	IMMT
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5PB
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFB8
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TIMM9
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MRPS12
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	UQCRQ
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MGST3
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SDHD
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	TIMM50
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFA6
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	PDHA1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	VDAC3
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	OPA1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	FDX1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	PHB2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SLC25A20
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ETFA
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	COX4I1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	COX5A
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SLC25A3
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MRPS11
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	UQCR10
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	UQCRFS1
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	NDUFS6
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	MTX2
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SLC25A12
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	ATP5F1C
OXIDATIVE_PHOSPHORYLATION	entry4_PF_PLT_D3__all_valid	SUCLA2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	UPP1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	NDRG1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CCND3
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	GADD45A
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	TGFA
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	ZBTB16
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	ABHD4
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	DRAM1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	ACVR1B
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	MXD1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	PTPRE
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	ALOX15B
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	APAF1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	STOM
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CEBPA
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	TRAFD1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CD82
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	PRMT2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	FOXO3
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	SP1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	TOB1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	NUPR1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CDK5R1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	FAS
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	HEXIM1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	RNF19B
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	RXRA
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	PRKAB1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	TGFB1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	PPP1R15A
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	INHBB
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	IER3
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	RHBDF2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CTSD
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	SOCS1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	SERTAD3
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CSRNP2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	TAP1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	PPM1D
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CYFIP2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	CCP110
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	GM2A
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	NOTCH1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	VDR
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	APP
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	FGF13
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	STEAP3
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	MKNK2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	ZFP36L1
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	GPX2
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	DEF6
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	DDIT4
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	TXNIP
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	HSPA4L
P53_PATHWAY	entry4_PF_PLT_D3__all_valid	PLK3
PEROXISOME	entry4_PF_PLT_D3__all_valid	ABCD2
PEROXISOME	entry4_PF_PLT_D3__all_valid	SLC23A2
PEROXISOME	entry4_PF_PLT_D3__all_valid	CLN6
PEROXISOME	entry4_PF_PLT_D3__all_valid	SLC25A4
PEROXISOME	entry4_PF_PLT_D3__all_valid	HRAS
PEROXISOME	entry4_PF_PLT_D3__all_valid	ERCC3
PEROXISOME	entry4_PF_PLT_D3__all_valid	SLC35B2
PEROXISOME	entry4_PF_PLT_D3__all_valid	EPHX2
PEROXISOME	entry4_PF_PLT_D3__all_valid	DHRS3
PEROXISOME	entry4_PF_PLT_D3__all_valid	IDH2
PEROXISOME	entry4_PF_PLT_D3__all_valid	SLC25A19
PEROXISOME	entry4_PF_PLT_D3__all_valid	CADM1
PEROXISOME	entry4_PF_PLT_D3__all_valid	ABCB4
PEROXISOME	entry4_PF_PLT_D3__all_valid	PRDX1
PEROXISOME	entry4_PF_PLT_D3__all_valid	ABCB1
PEROXISOME	entry4_PF_PLT_D3__all_valid	ECI2
PEROXISOME	entry4_PF_PLT_D3__all_valid	ACSL5
PEROXISOME	entry4_PF_PLT_D3__all_valid	HSD17B4
PEROXISOME	entry4_PF_PLT_D3__all_valid	CTPS1
PEROXISOME	entry4_PF_PLT_D3__all_valid	SCP2
PEROXISOME	entry4_PF_PLT_D3__all_valid	SMARCC1
PEROXISOME	entry4_PF_PLT_D3__all_valid	SOD1
PEROXISOME	entry4_PF_PLT_D3__all_valid	MSH2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MKNK1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	CAB39
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	SLA
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MAP2K6
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PRKCB
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PRKAR2A
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MAPK1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	TNFRSF1A
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	DUSP3
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RALB
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	VAV3
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PTEN
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RAC1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MAP2K3
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	SLC2A1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	GSK3B
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RPS6KA3
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RPS6KA1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MYD88
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	GRB2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	CFL1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	YWHAB
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RAF1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RIT1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	CDKN1B
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	UBE2D3
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	ACTR2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	IRAK4
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	RIPK1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	SMAD2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	AKT1S1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	ARF1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	ACTR3
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PIKFYVE
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	GRK2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MKNK2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PFN1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	CLTC
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	MAPK10
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	E2F1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	IL2RG
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	AP2M1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	NFKBIB
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PTPN11
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	PDK1
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	ITPR2
PI3K_AKT_MTOR_SIGNALING	entry4_PF_PLT_D3__all_valid	TBK1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	KIF1B
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	MAPK1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	IGF2R
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	RPS6KA3
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	GNAS
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	CD63
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	GLA
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	STX16
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	AP2B1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	PAM
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ARFGEF1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	VAMP3
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	RAB5A
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	LAMP2
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	STX7
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ARF1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	AP1G1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	CLTC
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	AP3S1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	SEC22B
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	STAM
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	RAB2A
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	AP2M1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ARFGAP3
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	COPB1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	RAB14
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ATP6V1H
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	VPS4B
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	NAPA
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	AP2S1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	PPT1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	SNAP23
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	YKT6
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ATP7A
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	CLN5
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	SGMS1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ARCN1
PROTEIN_SECRETION	entry4_PF_PLT_D3__all_valid	ABCA1
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry4_PF_PLT_D3__all_valid	GCLM
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry4_PF_PLT_D3__all_valid	GSR
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry4_PF_PLT_D3__all_valid	HHEX
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry4_PF_PLT_D3__all_valid	FES
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry4_PF_PLT_D3__all_valid	MSRA
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry4_PF_PLT_D3__all_valid	MBP
